word,hiragana,meaning
未満,みまん,"(noun,) less than, insufficient"
耳,みみ,"(noun) ear, hearing, edge, crust, selvedge (non-fray machined edge of fabrics), selvage"
みょう,みょう,"(noun) strange, unusual, (something) superb, (something) excellent"
明~,みょう~,
明後日,みょうごにち,(noun) day after tomorrow
未来,みらい,"(nouns) the future (usually distant), future tense, the world to come"
ミリ,（メートル）,"(prefix) milli-, 10^-3, millimetre, millimeter"
みりょく,みりょく,"(noun) charm, fascination, glamour, glamor, attraction, appeal"
みる,みる,"(transitive) to see, to look, to watch, to view, to observe, to look over, to look on, to assess, to examine, to judge, to look after, to keep an eye on, to take care of, to view (e.g. flowers, movie), (usu. after the -te form of a verb) to try"
ミルク,ミルク,(noun) milk
民間,みんかん,"(nouns) private, civilian, civil, popular, folk, unofficial"
民主~,みんしゅ~,
六日,むいか,"(noun) sixth day of the month, six days"
向かい,むかい,"(nouns) facing, opposite, across the street, other side"
昔,むかし,"(noun) olden days, former"
向く,むく,"(Godan) to face, to turn toward, to be suited to, to be fit for"
むく,むく,"(transitive) to peel, to skin, to pare, to hull"
~向け,~むけ,
向ける,むける,"(transitive) to turn towards, to point"
虫,むし,"(noun) insect, bug, cricket, moth, worm"
むし,むし,"(noun) disregard, ignore"
むじゅん,むじゅん,"(nouns) contradiction, inconsistency"
むしろ,むしろ,"(adverb) rather, better, instead"
むずかしい,むずかしい,(adjective) difficult
息子,むすこ,"(noun) son, penis"
結ぶ,むすぶ,"(Godan) to tie, to bind, to link, to bear (fruit)"
むすめ,むすめ,"(noun) unmarried woman; (noun,) (after a name) Miss; (noun,) (after a line of work) -ess, -ette"
六つ,むっつ,(numeric) six
むね,むね,"(noun) breast, chest"
村,むら,(noun) village
無理,むり,"(noun) unreasonable, impossible, overdoing"
無料,むりょう,"(nouns) free, no charge"
め,め,"(noun) eye, eyeball, eyesight, look, experience, viewpoint; (suffix) ordinal number suffix; (suffix) somewhat, -ish"
め,め,(noun) sprout
~目,~め,
名~,めい~,
~名,~めい,
明確,めいかく,"(adjectival) clear, precise, definite, distinct"
名人,めいじん,"(noun) master, expert"
めいめい,めいめい,"(noun) each, individual"
命令,めいれい,"(noun) order, command, decree, directive, (software) instruction, statement"
めいわく,めいわく,"(noun) trouble, bother, annoyance"
メーター,メーター,"(noun) meter (i.e. measuring device), metre (i.e. 100 cm), meter"
メートル,メートル,"(noun) metre, meter, meter (i.e. a gauge), gauge"
めぐまれる,めぐまれる,"(intransitive) to be blessed with, to be rich in, to abound in"
飯,めし,"(noun) meals, food, cooked rice, one's livelihood"
めちゃくちゃ,めちゃくちゃ,"(noun) absurd, unreasonable, nonsensical, preposterous, incoherent, extreme, senseless, reckless, wanton, disorder, confusion, mess, wreck"
めっきり,めっきり,(adverb) remarkably
めったに,めったに,"(adverb) rarely (with neg. verb), seldom"
めでたい,めでたい,"(adjective) happy, auspicious, propitious, joyous, naive"
メニュー,メニュー,(noun) menu
めまい,めまい,"(nouns) dizziness, giddiness, vertigo"
メモ,メモ,(noun) memorandum
目安,めやす,"(noun) criterion, standard, yardstick, reference, aim, rough estimate, approximation"
面,めん,"(noun) face, surface, mask (esp. a noh or kyogen mask)"
綿,めん,(noun) cotton
めんきょ,めんきょ,"(noun) license, permit, licence, certificate"
面積,めんせき,(noun) area
面接,めんせつ,(noun) interview
めんどう,めんどう,"(noun) trouble, difficulty, care, attention"
めんどうくさい,めんどうくさい,"(adjective) bother(some) to do, tiresome"
メンバー,メンバー,(noun) member
もう,もう,"(interjection) already, anymore, soon, shortly, more, further, other, again; (adverb) interjection used to strengthen expression of an emotion (often exasperation)"
もうかる,もうかる,"(intransitive) to be profitable, to yield a profit"
もうける,もうける,"(transitive) to get, to earn, to gain, to have (bear, beget) a child"
モーター,モーター,(noun) motor
木材,もくざい,"(noun) lumber, timber, wood"
目的,もくてき,"(noun) purpose, goal, aim, objective, intention"
もくひょう,もくひょう,"(noun) mark, sign, landmark"
もぐる,もぐる,"(intransitive) to drive, to pass through, to pass under, to evade, to hide, to survive"
もし,もし,"(adverb) if, in case, supposing"
文字,もじ,"(noun) letter (of alphabet), character; (nouns) literal"
もしかしたら,もしかしたら,"(adverb) perhaps, maybe, perchance, by some chance, by any chance"
もしかすると,もしかすると,"(adverb) perhaps, maybe, by some chance"
もしも,もしも,(adverb) if
もしもし,もしもし,"(interjection) hello (e.g. on phone), excuse me! (when calling out to someone)"
もたれる,もたれる,"(intransitive) to lean against, to lean on, to recline on, to lie heavy (on the stomach)"
モダン,モダン,(noun) modern
~持ち,~もち,
もちろん,もちろん,"(adverb) of course, certainly, naturally"
持つ,もつ,"(Godan) to hold, to carry, to possess"
もったいない,もったいない,"(adjective) impious, profane, sacrilegious, too good, more than one deserves, unworthy of, wasteful"
もっと,もっと,"(adverb) (some) more, even more, longer, further"
最も,もっとも,"(adverb) most, extremely"
もっとも,もっとも,"(noun) quite right, plausible, natural, but then, although"
モデル,モデル,(noun) model
元,もと,"(noun) origin, source, base, foundation, cause, ingredient, (somebody's) side, (somebody's) location, original cost (or capital, principal, etc.), trunk, first section of a waka; (counter) counter for blades of grass, tree trunks, etc., and for falcons (in falconry)"
もと,もと,"(noun) origin, source, base, foundation, cause, ingredient, (somebody's) side, (somebody's) location, original cost (or capital, principal, etc.), trunk, first section of a waka; (counter) counter for blades of grass, tree trunks, etc., and for falcons (in falconry)"
もと,もと,"(noun) origin, source, base, foundation, cause, ingredient, (somebody's) side, (somebody's) location, original cost (or capital, principal, etc.), trunk, first section of a waka; (counter) counter for blades of grass, tree trunks, etc., and for falcons (in falconry)"
求める,もとめる,"(transitive) to seek, to request, to demand, to want, to wish for, to search for, to pursue (pleasure), to hunt (a job), to buy"
物,もの,"(noun) thing, object, the natural thing, a frequently done thing, used to express emotional involvement, used in giving a reason"
者,もの,(noun) person (rarely used w.o. a qualifier)
物語,ものがたり,"(nouns) tale, story, legend"
ものすごい,ものすごい,"(adjective) earth-shattering, staggering, to a very great extent, terrible, frightful, horrible"
モノレール,モノレール,(noun) monorail
もむ,もむ,"(transitive) to rub, to crumple (up), to wrinkle, to massage, to be troubled about, to worry over, to train, to coach"
もよう,もよう,"(noun) pattern, figure, design"
森,もり,"(noun) forest, shrine grove"
もる,もる,"(intransitive) to prosper, to flourish, to copulate (animals)"
門,もん,"(noun) door (esp. Japanese-style), entrance (to a home), narrows"
~問,~もん,
もんく,もんく,"(noun) phrase, complaint"
問題,もんだい,"(noun) problem, question"
~屋,~や,
~夜,~や,
やがて,やがて,"(adverb) before long, soon, at length"
やかましい,やかましい,"(adjective) noisy, boisterous; (adjective) strict, faultfinding, carping, fussy"
夜間,やかん,"(noun) at night, nighttime"
やかん,やかん,(noun) kettle
焼く,やく,"(transitive) to bake, to grill; (transitive) to develop (photos); (intransitive) to suntan, to burn (in flames, down, CD, DVD, etc.), to scorch; (intransitive) to be jealous, to be envious"
役,やく,"(noun) war, campaign, battle, unpaid work"
やく,やく,"(adverb) approximately, about; (noun) promise, shortening, reduction, simplification, contraction (in phonetics)"
役者,やくしゃ,"(noun) actor, actress"
役所,やくしょ,"(noun) government office, public office"
約束,やくそく,"(noun) arrangement, promise, appointment, pact, engagement, convention, rule"
役人,やくにん,(noun) government official
やくわり,やくわり,"(noun) part, assigning (allotment of) parts, role, duties"
焼ける,やける,"(intransitive) to burn, to be roasted, to be heated, to be sunburnt, to fade (in the sun), to glow red (i.e. of the sky at sunset), to be jealous, to be envious"
やこう,やこう,"(noun) walking around at night, night train, night travel"
野菜,やさい,(nouns) vegetable
~やすい,~やすい,
休み,やすみ,"(noun) rest, recess, respite, vacation, holiday, absence, suspension, dormancy (of a silkworm prior to moulting)"
やせる,やせる,"(intransitive) to become thin, to lose weight, to reduce (one's) weight, to slim, to be barren, to be infertile, to be sterile"
やたらに,やたらに,"(adverb) randomly, recklessly, blindly"
やちん,やちん,(noun) rent
八つ,やっつ,(numeric) eight
やっつける,やっつける,"(transitive) to beat, to attack (an enemy), to do away with, to finish off"
やっと,やっと,"(adverb) at last, at length"
宿,やど,"(noun) inn, lodging"
やとう,やとう,"(transitive) to employ, to hire, to charter"
屋根,やね,(noun) roof
やはり,やはり,"(noun) also, as I thought, still, in spite of, absolutely, of course"
やっぱり,やっぱり,"(noun) also, as I thought, still, in spite of, absolutely, of course"
破く,やぶく,"(transitive) to tear, to violate, to defeat, to smash, to destroy"
破れる,やぶれる,"(intransitive) to get torn, to wear out"
山,やま,"(noun) mountain, pile, heap, climax, critical point, speculated area covered by an examination"
止む,やむ,"(intransitive) to cease, to stop, to be over"
やむをえない,やむをえない,"(Expressions) cannot be helped, unavoidable"
やめる,やめる,"(transitive) to resign, to retire, to quit, to leave (one's job, etc.)"
やや,やや,"(adverb) a little, partially, somewhat, a short time, a while"
やる,やる,"(transitive) to do, to have sexual intercourse, to kill, to give (to inferiors, animals, etc.); (auxiliary) to do for (inferiors), to send (e.g. somebody somewhere), to dispatch (e.g. letter) (despatch), to move (something to), to row (a boat), (used in place of other verb) to have (eat, drink, smoke), to study, to run or operate (a restaurant)"
湯,ゆ,"(noun) hot water, hot bath, hot spring"
ゆいいつ,ゆいいつ,"(adverb) only, sole, unique"
夕方,ゆうがた,(noun) evening
夕刊,ゆうかん,(noun) evening paper
勇気,ゆうき,"(noun) courage, bravery, valour, valor, nerve, boldness"
友好,ゆうこう,(noun) friendship
有効,ゆうこう,"(noun) validity, legality, availability, effectiveness"
ゆうしゅう,ゆうしゅう,"(noun) superiority, excellence"
ゆうしょう,ゆうしょう,"(noun) overall victory, championship"
ゆうじょう,ゆうじょう,"(noun) friendship, fellowship, camaraderie"
友人,ゆうじん,(noun) friend
ゆうひ,ゆうひ,"(noun) (in) the evening sun, setting sun"
ゆうびん,ゆうびん,"(noun) mail, postal service"
有名,ゆうめい,(adjectival) famous; (noun) fame
ユーモア,ユーモア,"(noun) humor, humour"
有利,ゆうり,"(noun) advantageous, better, profitable, lucrative"
有料,ゆうりょう,"(nouns) toll, fee, charge, admission-paid"
ゆか,ゆか,"(noun) bed, bedding, sickbed, alcove, riverbed, seedbed, straw ""core"" of a tatami mat, floor"
雪,ゆき,(noun) snow
行方,ゆくえ,"(noun) (one's) whereabouts, course, direction"
輸出,ゆしゅつ,"(adjectival) export, efferent (medical)"
輸送,ゆそう,"(noun) transport, transportation"
豊か,ゆたか,"(adjectival) abundant, wealthy, plentiful, rich, affluent"
ゆっくり,ゆっくり,"(adverb) slowly, at ease, restful"
ゆでる,ゆでる,(transitive) to boil
輸入,ゆにゅう,"(nouns) importation, import, introduction"
湯飲み,ゆのみ,(noun) teacup
指,ゆび,"(noun) finger, toe, digit"
夢,ゆめ,(noun) dream
許す,ゆるす,"(transitive) to permit, to allow, to approve, to exempt (from fine), to excuse (from), to pardon, to forgive, to release, to let off, to confide in, to give up, to yield"
ゆれる,ゆれる,"(intransitive) to shake, to sway"
夜,よ,"(noun) evening, night"
用,よう,"(noun,) task, business, use, duty, service, call of nature, excretion"
よう,よう,"(noun) mess, sorry state, plight, sad sight; (suffix) way, manner"
用意,ようい,(noun) preparation
容易,ようい,"(noun) easy, simple, plain"
八日,ようか,"(noun) the eighth day of the month, eight days"
ようがん,ようがん,(noun) lava
容器,ようき,"(noun) container, vessel"
ようき,ようき,"(adjectival) cheerful, merry; (noun) season, weather"
要求,ようきゅう,"(noun) demand, firm request, requisition, requirement, desire"
用語,ようご,"(noun) term, terminology"
ようし,ようし,"(noun) point, essentials, gist, summary, fundamentals"
ようじ,ようじ,"(noun) tasks, things to do, errand, business (to take care of), affairs, engagement"
ようじ,ようじ,"(noun) infant, baby, child"
ようじん,ようじん,"(noun) care, precaution, guarding, caution"
様子,ようす,"(noun) state, state of affairs, situation, circumstances, appearance, look, aspect, sign, indication"
ようそ,ようそ,"(noun) component, factor, item (e.g. in list), element (e.g. in array), member (e.g. data structure)"
ようちえん,ようちえん,(noun) kindergarten
ようと,ようと,"(noun) use, usefulness, utility, service"
曜日,ようび,(noun) day of the week
洋品店,ようひんてん,(noun) shop which handles Western-style apparel and accessories
ようやく,ようやく,"(adverb) finally, at last, barely, narrowly, hardly, only just, gradually, little by little, by degrees"
ヨーロッパ,ヨーロッパ,(nouns) Europe
よく~,よく~,
よけい,よけい,"(noun) too much, unnecessary, extraneous, abundance, surplus, excess, superfluity"
横,よこ,"(noun) horizontal (as opposed to vertical), lying down, side-to-side (as opposed to front-to-back), width, breadth, side (of a box, etc.), beside, aside, next to, unconnected"
よこす,よこす,"(transitive) to send, to forward, to hand over (e.g. money)"
よごれる,よごれる,"(intransitive) to be violated, to be corrupted, to be polluted, to be stained"
予算,よさん,"(nouns) estimate, budget"
止す,よす,"(transitive) to cease, to abolish, to resign, to give up"
寄せる,よせる,"(transitive) to come near, to let someone approach, to collect, to gather, to add, to put aside"
余所,よそ,"(noun) another place, somewhere else, strange parts"
予測,よそく,"(noun) prediction, estimation"
四日,よっか,"(noun) fourth day of month, four days"
四つ角,よつかど,"(noun) four corners, crossroads"
四つ,よっつ,(noun) four
ヨット,ヨット,(noun) yacht (usually only used for a sailing boat with one mast)
予定,よてい,"(noun) plans, arrangement, schedule, program, programme, expectation, estimate"
世の中,よのなか,"(noun) society, the world, the times"
予備,よび,"(nouns) preparation, preliminaries, reserve, spare"
よぶ,よぶ,"(transitive) to call out (to), to call, to invoke, to summon (a doctor, etc.), to invite, to designate, to name, to brand, to garner (support, etc.), to gather, to take as one's wife"
予報,よほう,"(noun) forecast, prediction"
予防,よぼう,"(nouns) prevention, precaution, protection against"
読み,よみ,(noun) reading
よめ,よめ,"(noun) wife, bride, (one's) daughter-in-law"
予約,よやく,"(nouns) reservation, appointment, booking, advance order, contract, subscription, pledge"
よゆう,よゆう,"(noun) surplus, composure, margin, room, time, allowance, flexibility, scope, rope"
より,より,"(particle) from, out of, since, at, than, other than, except, but, more"
よる,よる,"(intransitive) to visit, to drop in, to approach"
因る,よる,"(intransitive) to be due to, to be caused by, to depend on, to turn on, to be based on, to come from"
よると,よると,(Expressions) according to
よろこび,よろこび,"(noun) joy, delight, rapture, pleasure, gratification, rejoicing, congratulations, felicitations"
喜び,よろこび,"(noun) joy, delight, rapture, pleasure, gratification, rejoicing, congratulations, felicitations"
よろしい,よろしい,"(adjective) good, OK, all right, fine, very well, will do, may, can"
よろしく,（感）,"(adverb) well, properly, suitably, best regards, please remember me, please treat me favorably (favourably), please take care of"
来,らい,"(noun) next (year, etc.), since (last month, etc.)"
ライター,ライター,"(noun) lighter, writer"
来日,らいにち,"(noun) arrival in Japan, coming to Japan, visit to Japan"
ラケット,ラケット,"(noun) paddle, racket"
ラジオ,ラジオ,(noun) radio
ラッシュアワー,ラッシュアワー,(noun) rush hour
らん,らん,"(noun) column of text (e.g. in a newspaper), field (in a form, web page, etc.)"
ランチ,ランチ,"(noun) launch, lunch"
ランニング,ランニング,"(noun) running, tank top"
りえき,りえき,"(noun) profit, gains; (noun) benefit, advantage, interest (of the public, etc.), grace (of God, Buddha, etc.) (esp. as attained through rightful actions, prayer, adherence to one's faith, etc.), blessing, miracle"
理科,りか,(nouns) science
理解,りかい,"(noun) understanding, comprehension, appreciation, sympathy"
利害,りがい,"(noun) advantages and disadvantages, interest"
陸,りく,"(adjectival) good, satisfactory, worthy, decent"
りこん,りこん,(noun) divorce
リズム,リズム,(noun) rhythm
理想,りそう,"(nouns) ideal, dream"
率,りつ,"(noun,) rate, ratio, proportion, percentage"
リットル,リットル,(noun) litre
りっぱ,りっぱ,"(noun) splendid, fine, handsome, elegant, imposing, prominent, legal, legitimate"
リボン,リボン,(noun) ribbon
略す,りゃくす,"(transitive) to abbreviate, to omit, to take, to capture"
理由,りゆう,"(noun) reason, pretext, motive"
~流,~りゅう,
留学,りゅうがく,(noun) studying abroad (usu. at university level)
流行,りゅうこう,"(nouns) fashion, fad, vogue, craze"
利用,りよう,"(noun) use, utilization, utilisation, application"
量,りょう,"(noun,) quantity, amount, volume, portion (of food)"
りょう,りょう,"(noun) hostel, dormitory, bureau (government department beneath a ministry under the ritsuryo system)"
両~,りょう~,
~料,~りょう,
~領,~りょう,
料金,りょうきん,"(noun) fee, charge, fare"
料理,りょうり,"(noun) cooking, cookery, cuisine, dealing with something, handling, administration, management"
旅館,りょかん,"(noun) Japanese hotel, inn, ryokan"
~力,~りょく,
旅行,りょこう,"(nouns) travel, trip"
りんじ,りんじ,"(nouns) temporary, special, extraordinary"
例,れい,"(nouns) custom, practice, habit, usual, said, aforementioned, instance, example, case, illustration, usage, precedent, annual"
礼,れい,"(noun) thanking, expression of gratitude"
れい,れい,"(noun) zero, nought"
例外,れいがい,(nouns) exception
冷静,れいせい,"(noun) calm, composure, coolness, serenity"
れいぞうこ,れいぞうこ,(noun) refrigerator
れいぼう,れいぼう,"(noun) cooling, air-conditioning"
レインコート,レインコート,"(noun) raincoat, mackintosh, macintosh, trench coat"
歴史,れきし,(nouns) history
レクリェーション,レクリェーション,"(noun) recreation, re-creation"
レコード,レコード,"(noun) record (e.g. LP), record (e.g. athletics)"
レジャー,レジャー,(noun) leisure
レストラン,レストラン,(noun) restaurant (esp. Western-style)
列,れつ,"(noun) queue, line, row, column, sequence, string, train"
列車,れっしゃ,(noun) train (ordinary)
列島,れっとう,"(noun) archipelago, chain of islands"
レベル,レベル,"(noun) level, rebel, revel"
レポート,レポート,"(noun) report, paper"
リポート,リポート,"(noun) report, paper"
れんが,れんが,(noun) brick
連合,れんごう,"(nouns) union, alliance, combination; (noun) RENGO (Japanese Trade Union Confederation)"
練習,れんしゅう,"(noun) practice, practise"
レンズ,レンズ,(noun) lens
連続,れんぞく,"(noun) serial, consecutive, continuity, occurring in succession, continuing"
れんらく,れんらく,"(nouns) to contact, to get in touch; (noun) contacting, getting in touch, communication, call, message, connection, coordination, junction; (nouns) intercalary, intercalaris, internuncial"
老人,ろうじん,"(nouns) the aged, old person"
ろうそく,ろうそく,(noun) candle
労働,ろうどう,"(nouns) manual labor, manual labour, toil, work, Labour Party"
ローマじ,ローマじ,"(noun) Latin alphabet, transliteration of Japanese in ""Roman"" or Latin letters, romanization, romanisation, romaji"
六,ろく,(numeric) six
録音,ろくおん,(noun) (audio) recording
ロケット,ロケット,"(noun) locket, rocket"
ロッカー,ロッカー,(noun) locker
ロビー,ロビー,"(noun) lobby, lounge"
~ろん,~ろん,
ろんそう,ろんそう,"(nouns) controversy, dispute"
ろんぶん,ろんぶん,"(noun) thesis, essay, treatise, paper, article"
輪,わ,(counter) counter for wheels and flowers
和~,わ~,
~羽,~わ,
ワイシャツ,ワイシャツ,"(noun) shirt, business shirt, dress shirt"
ワイン,ワイン,(noun) wine
わが~,わが~,
わがまま,わがまま,"(noun) selfishness, egoism, self-indulgence, wilfulness, willfulness, disobedience, whim"
別れ,わかれ,"(noun) parting, separation, farewell, (lateral) branch, fork, offshoot, division, section"
わく,わく,"(intransitive) to grow hot (of water, etc.), to boil, to be in a state of excitement, to get excited, to take place energetically"
わく,わく,"(intransitive) to well (up), to gush forth (of water), to spring out, to surge, to appear (esp. suddenly) (sweat, tears, etc.), to hatch (esp. of parasitic insects, etc.)"
分ける,わける,"(transitive) to divide, to separate, to make distinctions, to differentiate (between)"
わざと,わざと,(adverb) on purpose
わずか,わずか,"(noun) only, merely, (a) little, small quantity"
わすれる,わすれる,"(transitive) to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)"
話題,わだい,"(nouns) topic, subject"
わたくし,わたくし,"(nouns) I, me, private affairs, personal matter, secrecy, selfishness"
わびる,わびる,"(intransitive) to apologize, to apologise"
笑い,わらい,"(noun) laugh, laughter, smile, sneer"
わりあい,わりあい,"(noun) rate, ratio, percentage, proportion, comparatively, contrary to expectations"
わりあいに,わりあいに,(adverb) comparatively
わりざん,わりざん,(noun) division
わりと,わりと,"(adverb) relatively, comparatively"
わりびき,わりびき,"(nouns) discount, reduction, rebate, tenths discounted"
わる,わる,"(transitive) to divide, to cut, to break, to halve, to separate, to split, to rip, to crack, to smash, to dilute"
われる,われる,"(intransitive) to break, to be smashed, to split, to crack, to fissure, to be torn, to be divided, to cleave, to come to light"
われわれ,われわれ,(nouns) we
わん,わん,"(noun,) bay, gulf, inlet"
わん,わん,(noun) bowl (porcelain)
ワンピース,ワンピース,(nouns) dress
あ,あ,"(noun) that (indicating something distant from both speaker and listener (in space, time or psychologically), or something understood without naming it directly), that person (used to refer to one's equals or inferiors), over there; (noun) down there (i.e. one's genitals), period, menses; (interjection) hey (expression of surprise or suspicion), eh?; (noun) that (something mentioned before which is distant psychologically or in terms of time)"
あいさつ,あいさつ,"(nouns) greeting, greetings, salutation, salute, speech (congratulatory or appreciative), address, reply, response, revenge, retaliation; (Expressions) a fine thing to say (used as part of a sarcastic response to a rude remark); (Expressions) (orig. meaning) dialoging (with another Zen practitioner to ascertain their level of enlightenment)"
上がる,あがる,"(intransitive) to rise, to go up, to come up, to ascend, to be raised, to enter (esp. from outdoors), to come in, to go in, to enter (a school), to advance to the next grade, to get out (of water), to come ashore, to increase, to improve, to make progress, to be promoted, to advance, to be made (of profit, etc.), to occur (esp. of a favourable result), to be adequate (to cover expenses, etc.), to be finished, to be done, to be over, (of rain) to stop, to lift, to stop (working properly), to cut out, to give out, to die, to win (in a card game, etc.), to be arrested, to turn up (of evidence, etc.), to be deep fried, to be spoken loudly, to get stage fright, to be offered (to the gods, etc.), to go, to visit, to eat, to drink, to be listed (as a candidate), to serve (in one's master's home), (in Kyoto) to go north; (Godan) (after the -masu stem of a verb) indicates completion"
あかんぼう,あかんぼう,(noun) baby
あげる,あげる,"(transitive) to raise, to elevate, to do up (one's hair), to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.), to land (a boat), to deep-fry, to show someone (into a room), (uk) to summon (for geishas, etc.), to send someone (away), to enrol (one's child in school) (enroll), to increase (price, quality, status, etc.), to make (a loud sound), to raise (one's voice), to earn (something desirable), to praise, to give (an example, etc.), to cite, to summon up (all of one's energy, etc.), to arrest, to nominate, to give, to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.), to bear (a child), to conduct (a ceremony, esp. a wedding); (intransitive) (of the tide) to come in; (transitive) to vomit; (auxiliary) (after the -te form of a verb) to do for (the sake of someone else); (auxiliary) (after the -masu stem of a verb) to complete; (auxiliary) used after the -masu stem of a humble verb to increase the level of humility"
アルコール,アルコール,(nouns) alcohol
いくら～ても,いくら～ても,
いただく,いただく,"(transitive) to receive, to get, to accept, to take, to buy, to eat, to drink, to be crowned with, to wear (on one's head), to have (on top), to have (as one's leader), to live under (a ruler), to install (a president)"
～いん,～いん,
うそ,うそ,"(noun) lie, falsehood, incorrect fact, Really!, Unbelievable!, No way!"
うれしい,うれしい,"(adjective) happy, glad, pleasant"
運転手,うんてんしゅ,"(noun) driver, chauffeur"
お祝い,おいわい,"(noun) congratulation, congratulations, celebration, festival, congratulatory gift"
～おき,～おき,
起こす,おこす,"(transitive) to raise, to cause, to wake someone"
おたく,おたく,"(noun) your house, your home, your family, your husband, your organization; (nouns) you (referring to someone of equal status with whom one is not especially close)"
落ちる,おちる,"(intransitive) to fall down, to drop, to fail (e.g. exam), to crash, to degenerate, to degrade, to fade, to come out (e.g. a stain)"
おつり,おつり,"(noun) change (i.e. money), balance"
お祭り,おまつり,"(noun) festival, feast"
おみまい,おみまい,"(noun) calling on someone who is ill, enquiry, inquiry"
お土産,おみやげ,"(noun) present, souvenir"
おる,おる,(transitive) to weave
お礼,おれい,"(noun) thanking, expression of gratitude"
終わり,おわり,(noun) the end
～おわる,～おわる,
～か,～か,
～かい,～かい,
会議室,かいぎしつ,"(noun) conference room, council room"
～がくぶ,～がくぶ,
かける,かける,"(transitive) to hang (e.g. picture), to hoist (e.g. sail), to raise (e.g. flag), to sit; (Ichidan) to be partway (verb), to begin (but not complete), to take (time, money), to expend (money, time, etc.), to make (a call), to multiply, to secure (e.g. lock), to put on (glasses, etc.), to cover, to burden someone, to apply (insurance), to turn on (an engine, etc.), to set (a dial, an alarm clock, etc.), to put an effect (spell, anaesthetic, etc.) on, to hold an emotion for (pity, hope, etc.), to bind, to pour (or sprinkle, spray, etc.) onto, to argue (in court), to deliberate (in a meeting), to present (e.g. idea to a conference, etc.), to increase further, to catch (in a trap, etc.), to set atop, to erect (a makeshift building), to hold (a play, festival, etc.); (auxiliary) (after -masu stem of verb) indicates (verb) is being directed to (someone)"
かたい,かたい,
課長,かちょう,"(noun) section manager, section chief"
かっこう,かっこう,(noun) each school
お金持ち,かねもち/おかねもち,(noun) rich person
かまう,かまう,"(Godan) to mind, to care about, to be concerned about, to care for, to look after, to prepare for, to intefere with, to meddle in, to tease"
かれら,かれら,"(nouns) they (usually male), them"
急,きゅう,"(adjectival) urgent, sudden, abrupt, sharp, steep, precipitous, rapid, swift, fast; (noun) emergency, crisis, hurrying, haste, (in gagaku or noh) end of a song"
教育,きょういく,"(noun) training, education"
～く,～く,
くださる,くださる,"(Godan) to give, to confer"
～くん,～くん,
けが,けが,"(noun) injury (to animate object), hurt"
けれど/けれども,けれど/けれども,
～けん,～けん,
けんか,けんか,"(noun) quarrel, brawl, fight, squabble, scuffle"
研究室,けんきゅうしつ,"(noun) laboratory, seminar room, professor's office"
ご～,ご～,
高校/高等学校,こうこう/こうとうがっこう,
高校生,こうこうせい,(noun) senior high school student
校長,こうちょう,"(noun) principal, headmaster"
こうむいん,こうむいん,"(noun) government worker, public (civil) servant"
～ございます,～ございます,
ご主人,ごしゅじん,"(noun) your husband, her husband"
ごぞんじ,ごぞんじ,"(noun) knowing, (an) acquaintance"
ごちそう,ごちそう,"(noun) feast, treating (someone); (noun) to treat (someone, e.g. to a meal)"
こと,こと,"(noun) koto (13-stringed Japanese zither), stringed instrument, zheng (Chinese zither), guzheng"
ごみ,ごみ,"(noun) rubbish, trash, garbage, refuse"
こむ,こむ,"(intransitive) to be crowded, to be packed, to be complex; (auxiliary) to go into, to put into, to remain (seated), to be plunged into (silence), to do thoroughly, to do intently, to continue in the same state"
ごらんになる,ごらんになる,"(Godan) to see, to look, to watch, (after the -te form of a verb) try to"
これから,これから,(noun) after this
コンピュータ/コンピューター,コンピュータ/コンピューター,
今夜,こんや,"(noun) this evening, tonight"
～さま,～さま,
さ来月,さらいげつ,(noun) month after next
さ来週,さらいしゅう,(noun) week after next
字,じ,(suffix) section of village
しかる,しかる,(transitive) to scold
～しき,～しき,
（～て）しまう,（～て）しまう,
事務所,じむしょ,(noun) office
社長,しゃちょう,"(noun) company president, manager, director"
じゃま,じゃま,"(noun) hindrance, intrusion"
じゅうどう,じゅうどう,(noun) judo
食料品,しょくりょうひん,"(noun) foodstuff, groceries"
人口,じんこう,"(noun) population, common talk"
新聞社,しんぶんしゃ,(noun) newspaper company
ずいぶん,ずいぶん,"(adverb) very, extremely, surprisingly, considerably; (adjectival) contemptible, reprehensible"
スーパー（マーケット）,スーパー（マーケット）,
すく,すく,"(transitive) to like, to love, to be fond of"
スクリーン,スクリーン,(noun) screen
すごい,すごい,"(adjective) terrible, dreadful, amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific, to a great extent, vast (in numbers)"
ステーキ,ステーキ,(noun) steak
すばらしい,すばらしい,"(adjective) wonderful, splendid, magnificent"
すり,すり,"(nouns) repairing, mending, servicing"
～せい,～せい,
ぜひ,ぜひ,"(noun) certainly, without fail, right and wrong, pros and cons"
ぜんぜん,ぜんぜん,"(adverb) not at all (with neg. verb), wholly, entirely, completely"
ソフト,ソフト,(nouns) soft; (noun) soft hat; (noun) software
～だい,～だい,
大学生,だいがくせい,"(noun) university student, college student"
たいてい,たいてい,"(noun) mostly, ordinarily, usually, generally, probably; (noun) most, almost all, (before a neg. form) ordinary; (adjectival) proper, appropriate, moderate"
～だす,～だす,
建て,～だて,
